"JSON_parentId","geometry_type","properties_level_id","properties_location_type","properties_parent_station","properties_platform_code","properties_stop_code","properties_stop_desc","properties_stop_id","properties_stop_name","properties_stop_timezone","properties_stop_url","properties_wheelchair_boarding","properties_zone_id","type"
"stops.geometry_2d8edbe18fb6191fa9a6ede875d70347","Point","","0","","B","","","U347Z2P","Lochkov","","","0","P","Feature"
"stops.geometry_d22e6a237b42da33d1802befe5521ee7","Point","","0","","A","","","U348Z1P","Multiaréna Praha","","","1","P","Feature"
"stops.geometry_a9d84f5bcf239479a8c24cde129269d3","Point","","0","","B","","","U348Z2P","Multiaréna Praha","","","1","P","Feature"
"stops.geometry_bc0a180dbc4b69fa2e1ffb150bf101a7","Point","","0","","N1","","","U348Z51P","Multiaréna Praha","","","2","P","Feature"
"stops.geometry_4bb7a49526d95e4bc9ed8c6461d89e43","Point","","0","","N2","","","U348Z52P","Multiaréna Praha","","","2","P","Feature"
"stops.geometry_7074317d37136c0346b288dce6a476d4","Point","","0","","A","","","U349Z1P","Lomnická","","","0","P","Feature"
"stops.geometry_73ca9be43260b73a724cd77f2ff5196f","Point","","0","","B","","","U349Z2P","Lomnická","","","0","P","Feature"
"stops.geometry_65dbde54ea6cfcffb57171d3b7a6f2d3","Point","","0","","A","","","U34Z1P","Biskupcova","","","1","P","Feature"
"stops.geometry_c2f45ab32bec986698d6740e345a134f","Point","","0","","B","","","U34Z2P","Biskupcova","","","1","P","Feature"
"stops.geometry_7eb4650a42cf5f09f74fe7d4a93d9854","Point","","0","","H7","","","U34Z51P","Biskupcova","","","0","P","Feature"
"stops.geometry_1357a119429113c02502d1adab8992d7","Point","","0","","H8","","","U34Z52P","Biskupcova","","","0","P","Feature"
"stops.geometry_58e0f5b9991740904ad888ba47e83144","Point","","0","","A","","","U350Z1P","Lotyšská","","","1","P","Feature"
"stops.geometry_94808c52ac808e7d4c00d88c7aed3e28","Point","","0","","B","","","U350Z2P","Lotyšská","","","1","P","Feature"
"stops.geometry_9638b82d9fb50a81962e0b7c07f5a8e5","Point","","0","","C","","","U350Z3","Lotyšská","","","0","0","Feature"
"stops.geometry_a17b6146a6e0b88d9e99e637320ee620","Point","","0","","C","","","U350Z3P","Lotyšská","","","0","P","Feature"
"stops.geometry_2e7919f80e75afdf0925b61e3190bdf1","Point","","0","","D","","","U350Z4","Lotyšská","","","0","0","Feature"
"stops.geometry_651aafcc9a99cd3f6437f934600930b3","Point","","0","","D","","","U350Z4P","Lotyšská","","","0","P","Feature"
"stops.geometry_61bc15692008d3b1343545724b4e7ae6","Point","","0","","A","","","U351Z1P","Poliklinika Prosek","","","0","P","Feature"
"stops.geometry_5a8dfd9864ad35707378808f9d663b14","Point","","0","","B","","","U351Z2P","Poliklinika Prosek","","","0","P","Feature"
"stops.geometry_051d9902b019a0bb85873aa24bf8eb1a","Point","","0","","A","","","U352Z1","Lysolaje","","","0","B","Feature"
"stops.geometry_399ad0a7e86a6ee9902ccc7a155a0937","Point","","0","","A","","","U352Z1P","Lysolaje","","","0","P","Feature"
"stops.geometry_9dae17310d93c994eceeaffea75abd61","Point","","0","","B","","","U352Z2P","Lysolaje","","","0","P","Feature"
"stops.geometry_a1bc9ebff2034012c15da5afc39d798e","Point","","0","","C","","","U352Z3","Lysolaje","","","0","B","Feature"
"stops.geometry_24a6762072cd0e920e8ba100b462ad4d","Point","","0","","C","","","U352Z3P","Lysolaje","","","0","P","Feature"
"stops.geometry_5b681286440ab4b8e0a2f76a1d8c5ead","Point","","0","","A","","","U353Z1P","Metodějova","","","0","P","Feature"
"stops.geometry_f99b8639223447667760b2252ff50cf3","Point","","0","","B","","","U353Z2P","Metodějova","","","0","P","Feature"
"stops.geometry_571a316eaae68a276fd55368ea2627d3","Point","","0","","A","","","U354Z1P","Jana Masaryka","","","1","P","Feature"
"stops.geometry_389b12a98128c6deefeb53e6c38bd80d","Point","","0","","B","","","U354Z2P","Jana Masaryka","","","1","P","Feature"
"stops.geometry_ed8fe52f6d305433ebe922e9bf024ec4","Point","","0","","A","","","U355Z1","Malá Chuchle","","","0","0","Feature"
"stops.geometry_7f617c46be5403587f2e7e1261d74984","Point","","0","","A","","","U355Z1P","Malá Chuchle","","","0","P","Feature"
"stops.geometry_d8055c02192a60a79593d3cc6de5e518","Point","","0","","B","","","U355Z2","Malá Chuchle","","","0","0","Feature"
"stops.geometry_8f7f5059f9c28037ccf017e2aa46a479","Point","","0","","B","","","U355Z2P","Malá Chuchle","","","0","P","Feature"
"stops.geometry_cbafba3d031c21a80030b390dd95714e","Point","","0","","A","","","U356Z1P","Archeologická","","","0","P","Feature"
"stops.geometry_e3d6bc34c5e9fcd73bab3c251f1df5a2","Point","","0","","B","","","U356Z2P","Archeologická","","","0","P","Feature"
"stops.geometry_2b1483c271ee589de2182a81422a34ed","Point","","0","","A","","","U357Z1P","Malešická","","","0","P","Feature"
"stops.geometry_c39eb02f1f071d60492f5cb5e850da40","Point","","0","","B","","","U357Z2P","Malešická","","","0","P","Feature"
"stops.geometry_4477af6e8526c2e74df5fad712412820","Point","","0","","A","","","U358Z1P","Malešická továrna","","","1","P","Feature"
"stops.geometry_5d08c8c9cacefa31b4606bc158f505b6","Point","","0","","B","","","U358Z2P","Malešická továrna","","","1","P","Feature"
"stops.geometry_17a26dd79ed2da86afc2812740b277e1","Point","","0","","C","","","U358Z3","Malešická továrna","","","0","0","Feature"
"stops.geometry_cc332022a3f1d7ed69df0b68c18320da","Point","","0","","C","","","U358Z3P","Malešická továrna","","","0","P","Feature"
"stops.geometry_96d932c64d6ed6b37c33410fa1c0db12","Point","","0","","D","","","U358Z4","Malešická továrna","","","0","0","Feature"
"stops.geometry_b330324b6816e71d415d8593ec877f67","Point","","0","","D","","","U358Z4P","Malešická továrna","","","0","P","Feature"
"stops.geometry_85a04201039e41475e8ac00267ba04ba","Point","","0","","A","","","U359Z1P","Malešické náměstí","","","0","P","Feature"
"stops.geometry_418be403850264e7fb1577a729aa9b92","Point","","0","","B","","","U359Z2P","Malešické náměstí","","","0","P","Feature"
"stops.geometry_f7e3c877ada986908e2028a78208f801","Point","","0","","C","","","U359Z3P","Malešické náměstí","","","0","P","Feature"
"stops.geometry_1c2cace00973d5a80720b627f91b4172","Point","","0","","A","","","U35Z1","Blatnická","","","0","B","Feature"
"stops.geometry_c98642227dcf4187423c7a215bdd69f7","Point","","0","","A","","","U35Z1P","Blatnická","","","0","P","Feature"
"stops.geometry_3f13b3287802f0739ec7b91a1e18c7a0","Point","","0","","B","","","U35Z2","Blatnická","","","0","B","Feature"
"stops.geometry_2f724f5ddaa4452d824601cd1acea0f9","Point","","0","","B","","","U35Z2P","Blatnická","","","0","P","Feature"
"stops.geometry_2a5971f434f845e3fc135cb76d6cb4db","Point","U360L2","3","U360S1","","","","U360N1","","","","0","","Feature"
"stops.geometry_4a611dc6f8c6cab683cc2cacd862e162","Point","U360L1","3","U360S1","","","","U360N2","","","","0","","Feature"
"stops.geometry_fc6806402a20a73904dca4d01ea69bf0","Point","U360L1","3","U360S1","","","","U360N3","","","","0","","Feature"
"stops.geometry_ad57fd312dc290e1f8665f191bc58614","Point","U360L0","3","U360S1","","","","U360N4","","","","0","","Feature"
"stops.geometry_82e90b87a98f4b25ba104e7942c47545","Point","","1","","","","","U360S1","Malostranská","","","2","P","Feature"
"stops.geometry_5dbb800af6df99134b06e40791369fef","Point","U360L0","2","U360S1","","","","U360S1E1","E1","","","2","","Feature"
"stops.geometry_1b712523e2f67f7a2e86e51b0e1e4915","Point","U360L0","2","U360S1","","","","U360S1E2","","","","2","","Feature"
"stops.geometry_fad1f0a85cfaa8baf41fcdd0ab845729","Point","U360L2","0","U360S1","1","","","U360Z101P","Malostranská","","","2","P","Feature"
"stops.geometry_326cffd1f65258711ba9260ffa8496e9","Point","U360L2","0","U360S1","2","","","U360Z102P","Malostranská","","","2","P","Feature"
"stops.geometry_0cbeb1aaca9627680b6efd349f261863","Point","","0","","J","","","U360Z10P","Malostranská","","","0","P","Feature"
"stops.geometry_70380f9a32e82d43b2f25b5cc91aa355","Point","","0","","A","","","U360Z1P","Malostranská","","","1","P","Feature"
"stops.geometry_24c3a4682fdee1ae543882957983d1fd","Point","","0","","B","","","U360Z2P","Malostranská","","","1","P","Feature"
"stops.geometry_0dd6dcdbd945e811cf9b2ab015582ed8","Point","","0","","C","","","U360Z3P","Malostranská","","","2","P","Feature"
"stops.geometry_bba1d70eab96d08909436afeba3979b6","Point","","0","","D","","","U360Z4P","Malostranská","","","2","P","Feature"
"stops.geometry_4d818fd2f9152dde84eaf7822c191d4d","Point","","0","","A","","","U361Z1P","Malostranské náměstí","","","1","P","Feature"
"stops.geometry_5cf6a3063a652ba8413bce4a3511bb2c","Point","","0","","B","","","U361Z2P","Malostranské náměstí","","","1","P","Feature"
"stops.geometry_27fe129603debf7089dbdac4234d1121","Point","","0","","D","","","U361Z4P","Malostranské náměstí","","","0","P","Feature"
"stops.geometry_41b79500abbb3900206746f329d5cc04","Point","","0","","F","","","U361Z6P","Malostranské náměstí","","","0","P","Feature"
"stops.geometry_962b8b42caec26243fad729953b7703b","Point","","0","","J","","","U362Z10P","Malovanka","","","0","P","Feature"
"stops.geometry_65d339e180095ca08b10becb2f908026","Point","","0","","L","","","U362Z12P","Malovanka","","","0","P","Feature"
"stops.geometry_69e8a0183288f6bf5e6763413613acf1","Point","","0","","A","","","U362Z1P","Malovanka","","","1","P","Feature"
"stops.geometry_359bdd1743beb1e8ca467c55eec75cd8","Point","","0","","B","","","U362Z2P","Malovanka","","","1","P","Feature"
"stops.geometry_99f6a5fba9ad886ba52d5cbc4241a53e","Point","","0","","I","","","U362Z9P","Malovanka","","","0","P","Feature"
"stops.geometry_18e522dade92e6c0048e9976828b1026","Point","","0","","A","","","U363Z1P","Malvazinky","","","0","P","Feature"
"stops.geometry_19176a30015be4eafee486adcd456018","Point","","0","","B","","","U363Z2P","Malvazinky","","","0","P","Feature"
"stops.geometry_540c56605936dfd08544ac28edd9ded9","Point","","0","","D","","","U363Z4P","Malvazinky","","","0","P","Feature"
"stops.geometry_44751531be186652255bb01e1ba3be32","Point","","0","","A","","","U364Z1P","Malý Břevnov","","","1","P","Feature"
"stops.geometry_33c96729ab04074e2ec10df8b0d98762","Point","","0","","B","","","U364Z2P","Malý Břevnov","","","1","P","Feature"
"stops.geometry_0d51d45fb42e9dbfc248255fb7803da7","Point","","0","","C","","","U364Z3","Malý Břevnov","","","0","B","Feature"
"stops.geometry_6608a5ea6e6207576052ebbf9e7a9f25","Point","","0","","C","","","U364Z3P","Malý Břevnov","","","0","P","Feature"
"stops.geometry_0ab82ad2b3bee6805d89939b090a7a67","Point","","0","","D","","","U364Z4","Malý Břevnov","","","0","B","Feature"
"stops.geometry_1edb711c94542a195e10fabe1d205f68","Point","","0","","D","","","U364Z4P","Malý Břevnov","","","0","P","Feature"
"stops.geometry_135f7dc87a7290d3622e6b60fb5c7642","Point","","0","","A","","","U365Z1P","Maniny","","","1","P","Feature"
"stops.geometry_f7d6aa9fc2558107ecfff78b2b6cf283","Point","","0","","B","","","U365Z2P","Maniny","","","1","P","Feature"
"stops.geometry_78672422330d6a04343297b516710499","Point","","0","","A","","","U366Z1P","Marjánka","","","1","P","Feature"
"stops.geometry_69b03c78a6177673d00761be332d368c","Point","","0","","B","","","U366Z2P","Marjánka","","","1","P","Feature"
"stops.geometry_89df5cd5401283f47da383553842358d","Point","","0","","A","","","U367Z1","Průmstav","","","0","B","Feature"
"stops.geometry_e93f239b303fd4f8f4920eb0a554589e","Point","","0","","A","","","U367Z1P","Průmstav","","","0","P","Feature"
"stops.geometry_3418e33b940cb52b798f5c4b459c57e1","Point","","0","","B","","","U367Z2","Průmstav","","","0","B","Feature"
"stops.geometry_6480dea7f574485617bb30dd416ecb3d","Point","","0","","B","","","U367Z2P","Průmstav","","","0","P","Feature"
"stops.geometry_94a8ab03b089655e257df6c1e325f528","Point","","0","","A","","","U368Z1","Obchodní centrum Čakovice","","","0","B","Feature"
"stops.geometry_ec0d016f06dde23747297e8de2e21ded","Point","","0","","A","","","U368Z1P","Obchodní centrum Čakovice","","","0","P","Feature"
"stops.geometry_71616eaea8aa35a5c1b775a52497de34","Point","","0","","B","","","U368Z2","Obchodní centrum Čakovice","","","0","B","Feature"
"stops.geometry_4795c2d042e1f4e597a47a15958a64ce","Point","","0","","B","","","U368Z2P","Obchodní centrum Čakovice","","","0","P","Feature"
"stops.geometry_c5dbde5dee62fe6dc0638517998b7e9b","Point","","0","","C","","","U368Z3P","Obchodní centrum Čakovice","","","0","P","Feature"
"stops.geometry_18945d7f7e3439578cab0573370b0696","Point","","0","","A","","","U369Z1","Sídliště Písnice","","","0","B","Feature"
"stops.geometry_4432523a1f4d2ee81622faa1b74abdae","Point","","0","","A","","","U369Z1P","Sídliště Písnice","","","0","P","Feature"
"stops.geometry_cc851f9229b51210737ab0b42b231646","Point","","0","","B","","","U369Z2","Sídliště Písnice","","","0","B","Feature"
"stops.geometry_52bd9867dcfc35aea16352bc8ab03e0a","Point","","0","","B","","","U369Z2P","Sídliště Písnice","","","0","P","Feature"
"stops.geometry_8488b25db8625338911e23d497547bac","Point","","0","","C","","","U369Z3P","Sídliště Písnice","","","0","P","Feature"
"stops.geometry_b20fe27e021a7eab36d4da302de89a17","Point","","0","","A","","","U36Z1P","Blatov","","","0","P","Feature"
"stops.geometry_aab036eb495379681acbc456e9e2cc83","Point","","0","","B","","","U36Z2P","Blatov","","","0","P","Feature"
"stops.geometry_b5608c52f29abdce8ee12745cfdeb5a4","Point","","0","","A","","","U370Z1P","Dolní Šárka","","","0","P","Feature"
"stops.geometry_f0c4e30c42ca348557d0ab71483da705","Point","","0","","B","","","U370Z2P","Dolní Šárka","","","0","P","Feature"
"stops.geometry_15a4a1606df2e203a494d57eb5189495","Point","","0","","A","","","U371Z1P","Krakov","","","0","P","Feature"
"stops.geometry_64650c5d21a3133be24423a79c567a19","Point","","0","","B","","","U371Z2P","Krakov","","","0","P","Feature"
"stops.geometry_226ad1f0825fa5e75068d8c2aa09e78a","Point","","0","","A","","","U372Z1P","Naskové","","","0","P","Feature"
"stops.geometry_37f436d802ffeb9c953d9d8d6e8f1d7d","Point","","0","","B","","","U372Z2P","Naskové","","","0","P","Feature"
"stops.geometry_605dd5527f65faa3f187ac0fa1c8ea02","Point","","0","","A","","","U373Z1P","Mezi Hřbitovy","","","1","P","Feature"
"stops.geometry_6c20c4af94b2ffdca934295c116b4d28","Point","","0","","B","","","U373Z2P","Mezi Hřbitovy","","","1","P","Feature"
"stops.geometry_750f103605c76dd48459e7fc8cd953fd","Point","","0","","A","","","U374Z1P","Měděnecká","","","0","P","Feature"
"stops.geometry_be5412242220e6f7521475cb94221a4e","Point","","0","","B","","","U374Z2P","Měděnecká","","","0","P","Feature"
"stops.geometry_7abbcd9db5417920fdf24a0bf7c27622","Point","","0","","A","","","U375Z1P","Měchenická","","","0","P","Feature"
"stops.geometry_870e8808776b42c4e2ffef7088049945","Point","","0","","B","","","U375Z2P","Měchenická","","","0","P","Feature"
"stops.geometry_90fc85e57ce76180e4625994df243d32","Point","","0","","A","","","U376Z1P","Michelská","","","1","P","Feature"
"stops.geometry_f91f72c29eacb804b5c93a859deb3a1c","Point","","0","","B","","","U376Z2P","Michelská","","","1","P","Feature"
"stops.geometry_00a4252efb2efa8707a4ae9115c5ef54","Point","","0","","C","","","U376Z3P","Michelská","","","0","P","Feature"
"stops.geometry_78f451b18f5d463d05d6dbfc97ab2e42","Point","","0","","D","","","U376Z4P","Michelská","","","0","P","Feature"
"stops.geometry_e31b00c64ab22bd267d1ae230310d9f6","Point","","0","","A","","","U377Z1P","U Labutě","","","0","P","Feature"
"stops.geometry_79b9a7a5ee1c18494d31024b90beac8b","Point","","0","","B","","","U377Z2P","U Labutě","","","0","P","Feature"
"stops.geometry_2d55b6cf8a2df5f07789ed06aa53ccdf","Point","","0","","A","","","U378Z1P","Ústavy Akademie věd","","","0","P","Feature"
"stops.geometry_3b50767c7f87f7d30cfe71188cf98860","Point","","0","","B","","","U378Z2P","Ústavy Akademie věd","","","0","P","Feature"
"stops.geometry_40fee83ccd1165fbc80b7e3d1847d044","Point","","0","","A","","","U379Z1P","Mikulova","","","0","P","Feature"
"stops.geometry_f906cf1430b6b3601db3f2c5efa74059","Point","","0","","B","","","U379Z2P","Mikulova","","","0","P","Feature"
"stops.geometry_19850b18be51736e58155996f21ccb21","Point","","0","","A","","","U37Z1P","Bohdalec","","","0","P","Feature"
"stops.geometry_c3cb249d45e822fe3ae311de8fd2666a","Point","","0","","B","","","U37Z2P","Bohdalec","","","0","P","Feature"
"stops.geometry_b7c7b1b8a247cef2b176d2cacc81a94b","Point","","0","","A","","","U380Z1P","Maškův mlýn","","","0","P","Feature"
"stops.geometry_bb09b46c64168f72b4bc9b03575519bb","Point","","0","","B","","","U380Z2P","Maškův mlýn","","","0","P","Feature"
"stops.geometry_ce390ad4e56c13f9a4829bcd1330a4fb","Point","","0","","A","","","U381Z1P","Mokrá","","","0","P","Feature"
"stops.geometry_2e5e3a6d23dd0939a5835990bea86472","Point","","0","","B","","","U381Z2P","Mokrá","","","0","P","Feature"
"stops.geometry_21ec44655026d35acd6148f2a465a14b","Point","","0","","A","","","U382Z1P","Křeslice","","","0","P","Feature"
"stops.geometry_c06293bfed94c922c4ac66864c6f46d3","Point","","0","","B","","","U382Z2P","Křeslice","","","0","P","Feature"
"stops.geometry_9cf6baa8987c81f7e3b069142d27941a","Point","","0","","A","","","U383Z1P","Reinerova","","","0","P","Feature"
"stops.geometry_c9530e4dbe3a2a7f6e7172a7c444e475","Point","","0","","B","","","U383Z2P","Reinerova","","","0","P","Feature"
"stops.geometry_adc237cdd3c0368c19d6f09f5221f544","Point","","0","","A","","","U384Z1P","Miškovice","","","0","P","Feature"
"stops.geometry_74241f40a586af052842bdbc3a2cfe70","Point","","0","","B","","","U384Z2","Miškovice","","","0","B","Feature"
"stops.geometry_687185b507c5a2db677e166e9e0252ea","Point","","0","","B","","","U384Z2P","Miškovice","","","0","P","Feature"
"stops.geometry_e81e2a7fe093d6bde212895b1f3668fc","Point","","0","","C","","","U384Z3P","Miškovice","","","0","P","Feature"
"stops.geometry_bf5ca63b223242186ac11ef6b443112d","Point","U385L2","3","U385S1","","","","U385N1","","","","0","","Feature"
"stops.geometry_3f0a9c16e39e73d5a6414c8e649edc2b","Point","U385L1","3","U385S1","","","","U385N2","","","","0","","Feature"
"stops.geometry_48a53d0bfae2421d3b36aa7df0693e46","Point","U385L2","3","U385S1","","","","U385N3","","","","0","","Feature"
"stops.geometry_86c50466fd2faf5b2303e426efc84183","Point","U385L2","3","U385S1","","","","U385N4","","","","1","","Feature"
"stops.geometry_913f48afc04a7515cb0b74bbc635b558","Point","U385L1","3","U385S1","","","","U385N5","","","","0","","Feature"
"stops.geometry_f3702c5ab66165539f0103f1d42a39de","Point","U385L1","3","U385S1","","","","U385N6","","","","0","","Feature"
"stops.geometry_09df9b8c70aded7b94dd0568a46225c2","Point","","1","","","","","U385S1","Pankrác","","","1","P","Feature"
"stops.geometry_8b083bb9e75225e6aa6404bda602f22d","Point","U385L0","2","U385S1","","","","U385S1E1","ul. Na Pankráci, BUS Zelený pruh","","","2","","Feature"
"stops.geometry_c7a068d3e9d57b8f678477f135b72e37","Point","U385L0","2","U385S1","","","","U385S1E2","ul. Hvězdova, BUS Krč","","","2","","Feature"
"stops.geometry_ca52a76361e842994b385fa41dc73241","Point","U385L0","2","U385S1","","","","U385S1E3","ul. Na Strži, Hotel Panorama","","","1","","Feature"
"stops.geometry_e3059245aa89049aabeb69f984a68601","Point","U385L1","2","U385S1","","","","U385S1E4","Arkády","","","2","","Feature"
"stops.geometry_dee8d7b0cdeda91af0d904d572c7c122","Point","U385L2","0","U385S1","1","","","U385Z101P","Pankrác","","","1","P","Feature"
"stops.geometry_3c53bfb2173d9843cd320f806346ab27","Point","U385L2","0","U385S1","2","","","U385Z102P","Pankrác","","","1","P","Feature"
"stops.geometry_c91aa9de8e522f7052307619d952d2c2","Point","","0","","A","","","U385Z1P","Pankrác","","","0","P","Feature"
"stops.geometry_89d41d6a33fc27fd69b9f98df17b70ef","Point","","0","","B","","","U385Z2P","Pankrác","","","0","P","Feature"
"stops.geometry_94a040828cb329e3c117e90f00a5d856","Point","","0","","C","","","U385Z3P","Pankrác","","","0","P","Feature"
"stops.geometry_4094e9be1704d60a566ecb6ae4f32acd","Point","","0","","D","","","U385Z4P","Pankrác","","","0","P","Feature"
"stops.geometry_435f268991f03bca96185ef2eed6c23a","Point","","0","","B","","","U386Z12P","Modrá škola","","","0","P","Feature"
"stops.geometry_c5578f238dfb2fe7e3a7409f1e5cf27d","Point","","0","","A","","","U386Z1P","Modrá škola","","","0","P","Feature"
"stops.geometry_cd0dedfe7e7efa6340453480c48fc96f","Point","","0","","B","","","U386Z2P","Modrá škola","","","0","P","Feature"
"stops.geometry_d3029163f5780065093b34dd437fe6d9","Point","","0","","A","","","U387Z1P","Pobřežní cesta","","","1","P","Feature"
"stops.geometry_25df4c69504a044351432f07496a1a02","Point","","0","","B","","","U387Z2P","Pobřežní cesta","","","1","P","Feature"
"stops.geometry_29698fb4975bd5a6c7ad24bf7795135b","Point","","0","","C","","","U387Z3P","Pobřežní cesta","","","0","P","Feature"
"stops.geometry_3ebdf366df6833b467c6296c6565cf4d","Point","","0","","D","","","U387Z4P","Pobřežní cesta","","","0","P","Feature"
"stops.geometry_2b291ed5c6d5cfc9d07aab66600cc047","Point","","0","","K","","","U388Z11P","Nádraží Modřany","","","0","P","Feature"
"stops.geometry_2ad735fddef612361956ab93684f6265","Point","","0","","A","","","U388Z1P","Nádraží Modřany","","","1","P","Feature"
"stops.geometry_dbff1bc26d44f6fd6ba48158c45888a9","Point","","0","","B","","","U388Z2P","Nádraží Modřany","","","1","P","Feature"
"stops.geometry_83c1c5e3fbfcc208e2efc734f3ac36bf","Point","","0","","C","","","U388Z3","Nádraží Modřany","","","0","0","Feature"
"stops.geometry_c4775620799a88ab3a5a1b44a7a6fcbb","Point","","0","","","","","U388Z301","Praha-Modřany zast.","","","0","0","Feature"
"stops.geometry_c3677990aa5272d11ce11428f7845d67","Point","","0","","C","","","U388Z3P","Nádraží Modřany","","","0","P","Feature"
"stops.geometry_0152098a03f84fad76d223cefdd790ee","Point","","0","","D","","","U388Z4","Nádraží Modřany","","","0","0","Feature"
"stops.geometry_f030a71fbdc1db7c98d7839e64038179","Point","","0","","D","","","U388Z4P","Nádraží Modřany","","","0","P","Feature"
"stops.geometry_04cea993b36ff976b67d1c07587fe11f","Point","","0","","A","","","U389Z1","Průmyslová","","","0","0","Feature"
"stops.geometry_e7e400dbfc4fe1e3499cbdce1503d165","Point","","0","","A","","","U389Z1P","Průmyslová","","","0","P","Feature"
"stops.geometry_cba12a2ddf6bd855a8af999af8cb8d1f","Point","","0","","B","","","U389Z2","Průmyslová","","","0","0","Feature"
"stops.geometry_5e3a417a66554408ee758f42814f2f1d","Point","","0","","B","","","U389Z2P","Průmyslová","","","0","P","Feature"
"stops.geometry_7d04af0b4c8e4de1f205951c4e86b7e3","Point","","0","","A","","","U38Z1P","Staré Bohnice","","","0","P","Feature"
"stops.geometry_483c8cfb76fbbb2eb68526bb2b239ea0","Point","","0","","B","","","U38Z2P","Staré Bohnice","","","0","P","Feature"
"stops.geometry_d7e79014765a6fb10f28141484672a0f","Point","","0","","C","","","U38Z3P","Staré Bohnice","","","0","P","Feature"
"stops.geometry_a1f53319128e28bf8e3ea2b79051f47d","Point","","0","","A","","","U391Z1P","Vršovické náměstí","","","1","P","Feature"
"stops.geometry_9ea55b95ba7910a039944a3b025d32d3","Point","","0","","B","","","U391Z2P","Vršovické náměstí","","","1","P","Feature"
"stops.geometry_a1582ddae64f21e17d4abe175e3c1766","Point","","0","","A","","","U392Z1","Most Závodu míru","","","0","B","Feature"
"stops.geometry_826fa910164f6f37508eabd273d91eb8","Point","","0","","A","","","U392Z1P","Most Závodu míru","","","0","P","Feature"
"stops.geometry_0909ef674894f85f5b4530945e710625","Point","","0","","B","","","U392Z2","Most Závodu míru","","","0","B","Feature"
"stops.geometry_eeeaa66672efd01ba94cefe8f8e2f8e5","Point","","0","","B","","","U392Z2P","Most Závodu míru","","","0","P","Feature"
"stops.geometry_3af9a249d19379ef15e29774d653a3f4","Point","","0","","A","","","U394Z1P","Motol","","","1","P","Feature"
"stops.geometry_7929a591f50974fe7b706042ec994def","Point","","0","","B","","","U394Z2P","Motol","","","1","P","Feature"
"stops.geometry_dbfe98b94f6fff24f6c409161e8a1339","Point","","0","","C","","","U394Z3","Motol","","","0","0","Feature"
"stops.geometry_64a54120eefd1e6952106109ab248913","Point","","0","","C","","","U394Z3P","Motol","","","0","P","Feature"
"stops.geometry_afdcd5ba72eccabc51b6bc87ae60e62b","Point","","0","","D","","","U394Z4","Motol","","","0","0","Feature"
"stops.geometry_d6932cf0f684dbffb33c34150b903563","Point","","0","","D","","","U394Z4P","Motol","","","0","P","Feature"
"stops.geometry_f5275310caff4f5215ae8831cf98832f","Point","","0","","A","","","U395Z1P","Krematorium Motol","","","1","P","Feature"
"stops.geometry_fac60f70601dc60c951c567f9c65fb13","Point","","0","","B","","","U395Z2P","Krematorium Motol","","","1","P","Feature"
"stops.geometry_73c9825bedbbb2f8152cbe5460195b9d","Point","","0","","C","","","U395Z3","Krematorium Motol","","","0","0","Feature"
"stops.geometry_23c7c2d87181925c725d150f179511f1","Point","","0","","C","","","U395Z3P","Krematorium Motol","","","0","P","Feature"
"stops.geometry_8513f3a5c2bec146becde3b7581e46a3","Point","","0","","D","","","U395Z4","Krematorium Motol","","","0","0","Feature"
"stops.geometry_b286d020c36a9166c4aa1a5619737cf5","Point","","0","","D","","","U395Z4P","Krematorium Motol","","","0","P","Feature"
"stops.geometry_32b72f32a12fe87d0f56ea909e0249f4","Point","","0","","A","","","U396Z1P","U Waltrovky","","","0","P","Feature"
"stops.geometry_02014cc6be8fa70f6afc33046be2c704","Point","","0","","B","","","U396Z2P","U Waltrovky","","","0","P","Feature"
"stops.geometry_62d22d9f77fef9c8bf735f0ee6e21cde","Point","","0","","C","","","U396Z3P","U Waltrovky","","","0","P","Feature"
"stops.geometry_a5fa64032c189198bebbb737a7627709","Point","","0","","D","","","U396Z4P","U Waltrovky","","","0","P","Feature"
"stops.geometry_75cab49c07882278d2d071927fe582b8","Point","","0","","A","","","U397Z1P","V Sedlci","","","0","P","Feature"
"stops.geometry_168787bede32a363e9112e28c8df5790","Point","","0","","B","","","U397Z2P","V Sedlci","","","0","P","Feature"
"stops.geometry_17733f081b30e2dabbe3de01949cc77c","Point","","0","","A","","","U398Z1P","Murmanská","","","0","P","Feature"
"stops.geometry_5a25beeffc626c462f015c864b5a98ca","Point","","0","","B","","","U398Z2P","Murmanská","","","0","P","Feature"
"stops.geometry_fcac41e38781b1f596cf61ee6cd59518","Point","","0","","A","","","U399Z1","Radonická","","","0","B","Feature"
"stops.geometry_a017c3101de825bbbdc9058cb229b844","Point","","0","","A","","","U399Z1P","Radonická","","","0","P","Feature"
"stops.geometry_b6a63027ce76dc32e0ed9ef7c74e46f8","Point","","0","","B","","","U399Z2","Radonická","","","0","B","Feature"
"stops.geometry_c2bb7dea148069c474897ca79b349a54","Point","","0","","B","","","U399Z2P","Radonická","","","0","P","Feature"
"stops.geometry_df2d81f785539c395940b41d7cba1703","Point","","0","","A","","","U39Z1P","Bojasova","","","0","P","Feature"
"stops.geometry_0df98f5e5e438b9782d56667aa15688a","Point","","0","","B","","","U39Z2P","Bojasova","","","0","P","Feature"
"stops.geometry_43d2c8ab47a5ab1f818f54b0abf1c647","Point","","0","","A","","","U3Z1","Břetislavka","","","0","B","Feature"
